--Please Select--,-- Bitte wählen --,module,Magento_Directory
--Please Select--,-- Bitte wählen --,module,Magento_Payment
--Please Select--,-- Bitte wählen --,module,Magento_Paypal
--Please Select--,--Please Select--,module,Magento_Search
", %1 failed to update",", %1 konnten nicht aktualisiert werden",module,Magento_AsynchronousOperations
", %1 successfully updated",", %1 erfolgreich aktualisiert",module,Magento_AsynchronousOperations
". ', e.g. <i>product_images</i>, <i>import_images/batch1</i>.<br><br>For example, in case <i>product_images</i>, files should be placed into <i>&lt;Magento root directory&gt;/' . . '/product_images</i> folder.<br><br>If remote storage is enabled, in case <i>product_images</i>, files should be placed into <i>&lt;Remote Storage&gt;/' . . '/product_images</i> folder.' 'i' 'br'",". ', e.g. <i>product_images</i>, <i>import_images/batch1</i>.<br><br>For example, in case <i>product_images</i>, files should be placed into <i>&lt;Magento root directory&gt;/' . . '/product_images</i> folder.<br><br>If remote storage is enabled, in case <i>product_images</i>, files should be placed into <i>&lt;Remote Storage&gt;/' . . '/product_images</i> folder.' 'i' 'br'",module,Magento_ImportExport
. ':',. ':',module,Magento_Shipping
'*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,"'*' findet jede beliebige Zeichenkette; 'xyz*' - findet alle Zeichenketten, die mit 'xyz' beginnen und nicht länger sind als %1.",module,Magento_Tax
'%1' file extension is not supported,'%1' Dateierweiterung wird nicht unterstützt,module,Magento_ImportExport
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' scheint ein DNS-Hostname zu sein, aber die gegebene Punycode Notation kann nicht decodiert werden.",module,Magento_Customer
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' scheint ein DNS-Hostname zu sein, aber die gegebene Punycode Notation kann nicht decodiert werden.",module,Magento_Eav
'%value%' does not look like a valid local network name.,'%value%' sieht nicht wie ein gültiger lokaler Netzwerkname aus.,module,Magento_Customer
'%value%' does not look like a valid local network name.,'%value%' sieht nicht wie ein gültiger lokaler Netzwerkname aus.,module,Magento_Eav
'%value%' looks like a DNS hostname but cannot extract TLD part.,"'%value%' scheint ein DNS-Hostname zu sein, aber TLD-Teil konnte nicht ausgelesen werden.",module,Magento_Customer
'%value%' looks like a DNS hostname but cannot extract TLD part.,"'%value%' scheint ein DNS-Hostname zu sein, aber TLD-Teil konnte nicht ausgelesen werden.",module,Magento_Eav
'%value%' looks like a DNS hostname but contains a dash in an invalid position.,"'%value%' scheint ein DNS-Hostname zu sein, enthält aber einen Bindestrich an einer ungültigten Position.",module,Magento_Customer
'%value%' looks like a DNS hostname but contains a dash in an invalid position.,"'%value%' scheint ein DNS-Hostname zu sein, enthält aber einen Bindestrich an einer ungültigten Position.",module,Magento_Eav
'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"'%value%' scheint ein DNS-Hostname zu sein, konnte aber nicht gegen das Schema für TLD '%tld%' validiert werden.",module,Magento_Customer
'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"'%value%' scheint ein DNS-Hostname zu sein, konnte aber nicht gegen das Schema für TLD '%tld%' validiert werden.",module,Magento_Eav
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' sieht wie ein lokaler Netzwerkname aus, was kein akzeptiertes Format ist.",module,Magento_Customer
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' sieht wie ein lokaler Netzwerkname aus, was kein akzeptiertes Format ist.",module,Magento_Eav
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' sieht wie eine IP-Adresse aus, was kein akzeptiertes Format ist.",module,Magento_Customer
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' sieht wie eine IP-Adresse aus, was kein akzeptiertes Format ist.",module,Magento_Eav
'Action Details - #' .,'Aktionsdetails - #'.,module,Magento_AsynchronousOperations
'Cannot create the B2B quote.' .,'Ein B2B-Angebot kann nicht erstellt werden.' .,module,Magento_NegotiableQuote
'category_id' only supports 'eq' condition type.,'category_id' unterstützt nur Bedingungen vom Typ 'eq'.,module,Magento_CatalogGraphQl
'Entity type model must be an instance of ' .,'Entity-Typ-Model muss eine Instanz sein von'.,module,Magento_CatalogImportExport
'Error in CSV: ' .,'Error in CSV: ' .,module,Magento_ImportExport
'Gateway error: ' .,'Gateway-Fehler: ' .,module,Magento_Authorizenet
’Internal Promotions’ for promotions field “Label”.,"""Interne Promotions"" für Promotionfeld ""Label""",module,Magento_GoogleTagManager
'Object is not instance of ' .,'Objekt ist keine Instanz von ' .,module,Magento_Config
'search' or 'filter' input argument is required.,Eingabeargument 'Suche' oder 'Filter' ist erforderlich.,module,Magento_CatalogGraphQl
'The coupon code couldn't be applied: ' .,'The coupon code couldn't be applied: ' .,module,Magento_Quote
"'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""",module,Magento_Config
"'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""",module,Magento_Ui
"'The XML in file ""%1"" is invalid.' . ""\n%2\nVerify the XML and try again.""","'The XML in file ""%1"" is invalid.' . ""\n%2\nVerify the XML and try again.""",module,Magento_Ui
'There is no defined type ' .,'Es gibt keinen definierten Typ ' .,module,Magento_Config
"""%1"" cannot contain more than %2 lines.","""%1"" kann nicht mehr als %2 Zeilen enthalten.",module,Magento_Eav
"""%1"" contains non-alphabetic characters.","""%1"" enthält nicht alphabetische Zeichen.",module,Magento_Customer
"""%1"" contains non-alphabetic characters.","""%1"" enthält nicht alphabetische Zeichen.",module,Magento_Eav
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" enthält nicht alphabetische oder nicht numerische Zeichen.",module,Magento_Customer
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" enthält nicht alphabetische oder nicht numerische Zeichen.",module,Magento_Eav
"""%1"" contains non-numeric characters.","""%1"" enthält nicht numerische Zeichen.",module,Magento_Customer
"""%1"" contains non-numeric characters.","""%1"" enthält nicht numerische Zeichen.",module,Magento_Eav
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" Gutschein-Code wurde nicht angewendet. Rabatt gilt nicht für die ausgewählten Artikel.",module,Magento_Sales
"""%1"" does not fit the entered date format.","""%1"" das eingegebene Datumsformat stimmt nicht.",module,Magento_Customer
"""%1"" does not fit the entered date format.","""%1"" das eingegebene Datumsformat stimmt nicht.",module,Magento_Eav
"""%1"" exceeds the allowed file size.","""%1"" überschreitet die zulässige Dateigröße.",module,Magento_Customer
"""%1"" exceeds the allowed file size.","""%1"" überschreitet die zulässige Dateigröße.",module,Magento_Eav
"""%1"" height exceeds allowed value of %2 px.","""%1"" Höhe überschreitet erlaubten Wert von %2 px.",module,Magento_Customer
"""%1"" height exceeds allowed value of %2 px.","""%1"" Höhe überschreitet erlaubten Wert von %2 px.",module,Magento_Eav
"""%1"" invalid type entered.","""%1"" Ungültiger Typ eingegeben.",module,Magento_Customer
"""%1"" invalid type entered.","""%1"" Ungültiger Typ eingegeben.",module,Magento_Eav
"""%1"" is a required value.","""%1"" ist ein erforderlicher Wert.",module,Magento_Customer
"""%1"" is a required value.","""%1"" ist ein erforderlicher Wert.",module,Magento_Eav
"""%1"" is already present in %2.","""%1"" ist bereits in %2.",module,Magento_MultipleWishlist
"""%1"" is an empty string.","""%1"" ist eine leere Zeichenfolge.",module,Magento_Customer
"""%1"" is an empty string.","""%1"" ist eine leere Zeichenfolge.",module,Magento_Eav
"""%1"" is longer than allowed.","""%1"" ist länger als erlaubt.",module,Magento_Rma
"""%1"" is not a valid date.","""%1"" ist kein gültiges Datum.",module,Magento_Customer
"""%1"" is not a valid date.","""%1"" ist kein gültiges Datum.",module,Magento_Eav
"""%1"" is not a valid date.","""%1"" is not a valid date.",module,Magento_Security
"""%1"" is not a valid email address.","""%1"" ist keine gültige E-Mail-Adresse.",module,Magento_Customer
"""%1"" is not a valid email address.","""%1"" ist keine gültige E-Mail-Adresse.",module,Magento_Eav
"""%1"" is not a valid file extension.","""%1"" ist keine gültige Datei-Erweiterung.",module,Magento_Customer
"""%1"" is not a valid file extension.","""%1"" ist keine gültige Datei-Erweiterung.",module,Magento_Eav
"""%1"" is not a valid file.","""%1"" ist keine gültige Datei.",module,Magento_Customer
"""%1"" is not a valid file.","""%1"" ist keine gültige Datei.",module,Magento_Eav
"""%1"" is not a valid hostname.","""%1"" ist kein gültiger Hostname.",module,Magento_Customer
"""%1"" is not a valid hostname.","""%1"" ist kein gültiger Hostname.",module,Magento_Eav
"""%1"" is not a valid image format","""%1"" ist kein gültiges Bildformat",module,Magento_Eav
"""%1"" is not a valid image format.","""%1"" ist kein gültiges Bildformat.",module,Magento_Customer
"""%1"" is not a valid URL.","""%1"" ist keine gültige URL.",module,Magento_Customer
"""%1"" is not a valid URL.","""%1"" ist keine gültige URL.",module,Magento_Eav
"""%1"" length must be equal or greater than %2 characters.","""%1"" Länge muss gleich oder größer als %2 Zeichen sein.",module,Magento_Customer
"""%1"" length must be equal or greater than %2 characters.","""%1"" Länge muss gleich oder größer als %2 Zeichen sein.",module,Magento_Eav
"""%1"" length must be equal or less than %2 characters.","""%1"" Länge muss gleich oder kleiner als %2 Zeichen sein.",module,Magento_Customer
"""%1"" length must be equal or less than %2 characters.","""%1"" Länge muss gleich oder kleiner als %2 Zeichen sein.",module,Magento_Eav
"""%1"" must be later than the current date.","""%1"" must be later than the current date.",module,Magento_Security
"""%1"" prefix is reserved by the system and cannot be used in attribute code names.","""%1"" prefix is reserved by the system and cannot be used in attribute code names.",module,Magento_Eav
"""%1"" uses too many characters.","""%1"" verwendet zu viele Zeichen.",module,Magento_Customer
"""%1"" uses too many characters.","""%1"" verwendet zu viele Zeichen.",module,Magento_Eav
"""%1"" was copied to %2.","""%1"" wurde in %2 kopiert.",module,Magento_MultipleWishlist
"""%1"" was moved to %2.","""%1"" wurde nach %2 verschoben.",module,Magento_MultipleWishlist
"""%1"" width exceeds allowed value of %2 px.","""%1"" Breite überschreitet den zulässigen Wert von %2 px.",module,Magento_Customer
"""%1"" width exceeds allowed value of %2 px.","""%1"" Breite überschreitet den zulässigen Wert von %2 px.",module,Magento_Eav
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Bundle
"""%fieldName"" is required. Enter and try again.","""%fieldName"" ist erforderlich. Bitte eingeben und erneut versuchen.",module,Magento_Company
"""%fieldName"" is required. Enter and try again.","""%fieldName"" ist erforderlich. Bitte eingeben und erneut versuchen.",module,Magento_CompanyCredit
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Customer
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Integration
"""%fieldName"" is required. Enter and try again.","""%fieldName"" ist erforderlich. Bitte eingeben und erneut versuchen.",module,Magento_NegotiableQuote
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Quote
"""%fieldName"" is required. Enter and try again.","""%fieldName"" is required. Enter and try again.",module,Magento_Tax
"""%product"" is already present in %wishlist.","""%product"" is already present in %wishlist.",module,Magento_MultipleWishlist
"""Attribute code should be specified","""Attributcode sollte angegeben werden",module,Magento_EavGraphQl
"""Creditmemo Document Validation Error(s):\n"" .","""Gutschriftendokumentvalidierungsfehler:\n"" .",module,Magento_Sales
"""Email should be specified","""E-Mail sollte definiert sein",module,Magento_CustomerGraphQl
"""Entity type should be specified","""Typ der Entität sollte definiert sein",module,Magento_EavGraphQl
"""file"" parameter must be specified","""file"" Parameter muss angegeben werden",module,Magento_Email
"""file"" parameter must be specified and must not be empty","""file"" Parameter muss angegeben werden und darf nicht leer sein",module,Magento_Email
"""First Name"" is required. Enter and try again.","""First Name"" is required. Enter and try again.",module,Magento_User
"""id for category should be specified","""Id für Kategorie sollte angegeben werden",module,Magento_CatalogGraphQl
"""identifiers"" of CMS blocks should be specified","""identifiers"" von CMS-Blöcken sollten angegeben werden",module,Magento_CmsGraphQl
"""image_type"" value should be specified","""image_type"" Wert sollte angegeben werden",module,Magento_CatalogGraphQl
"""input"" value should be specified","""input"" Wert sollte angegeben werden",module,Magento_CustomerGraphQl
"""Invoice Document Validation Error(s):\n"" .","""Fehler bei der Gültigkeitsprüfung des Rechnungsdokuments:\n"".",module,Magento_Sales
"""Last Name"" is required. Enter and try again.","""Last Name"" is required. Enter and try again.",module,Magento_User
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_CatalogGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_CatalogInventoryGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_CustomerGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_DownloadableGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_GiftCardGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_GroupedProductGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_QuoteGraphQl
"""model"" value should be specified","""Modell"" Wert sollte angegeben werden",module,Magento_UrlRewriteGraphQl
"""model"" values should be specified","""Modell"" Werte sollten angegeben werden",module,Magento_QuoteGraphQl
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","""Benötigen Sie ein ""New Relic""-Konto? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Klicken Sie hier, um eins zu bekommen",module,Magento_NewRelicReporting
"""option_id"" and ""parent_id"" values should be specified","""option_id"" und ""parent_id"" Werte sollten angegeben werden",module,Magento_BundleGraphQl
"""Page id should be specified","""Seiten-Id sollte angegeben werden",module,Magento_CmsGraphQl
"""path"" value should be specified","""path"" Wert sollte angegeben werden",module,Magento_CatalogGraphQl
"""Per Order"" allows a single handling fee for the entire order. ""Per Package"" allows an individual handling fee for each package.","""Pro Bestellung"" erlaubt eine einzige Bearbeitungsgebühr für die gesamte Bestellung. ""Pro Paket"" erlaubt individuelle Bearbeitungsgebühren für jedes Paket.",module,Magento_Dhl
"""regionId"" is required. Enter and try again.","""regionId"" is required. Enter and try again.",module,Magento_Customer
"""Remember Me"" Default Value","Standardwert ""Angemeldet bleiben""",module,Magento_Persistent
"""Shipment Document Validation Error(s):\n"" .","""Versanddokumentvalidierungsfehler:\n"" .",module,Magento_Sales
"""Shipment Document Validation Error(s):\n"" .","""Versanddokumentvalidierungsfehler:\n"" .",module,Magento_Shipping
"""sku"" value should be specified","""sku"" Wert sollte angegeben werden",module,Magento_BundleGraphQl
"""Static"" defines the expiration date as precisely when the balance increases. ""Dynamic"" does not have an expiration date, but calculates one when the balance is checked for expiry.","""Statisch"" definiert das Ablaufdatum genau dann, wenn sich das Guthaben erhöht. ""Dynamisch"" besitzt kein Ablaufdatum,errechnet allerdings eines wenn das Guthaben auf Ablauf gechecked wird.",module,Magento_Reward
"""url"" argument should be specified and not empty","""url"" Argument sollte angegeben und nicht leer sein",module,Magento_UrlRewriteGraphQl
"""User Name"" is required. Enter and try again.","""User Name"" is required. Enter and try again.",module,Magento_User
(Added),(Hinzugefügt),module,Magento_NegotiableQuote
(Allow),(Erlauben),module,Magento_CatalogPermissions
(Available Credit: %1),(Available Credit: %1),module,Magento_CompanyCredit
(Children Only),(Children Only),module,Magento_SalesRule
(Copy data from: %1),(Kopiere Daten von: %1),module,Magento_Catalog
(Deny),(Verbieten),module,Magento_CatalogPermissions
(Excl. Tax),(Zzgl. Steuern),module,Magento_Tax
(Incl. Tax),(Inkl. MwSt.),module,Magento_Tax
(me),(ich),module,Magento_Company
(now),(jetzt),module,Magento_Support
(Parent Only),(Parent Only),module,Magento_SalesRule
(Removed),(Entfernt),module,Magento_NegotiableQuote
(Updated),(Aktualisiert),module,Magento_NegotiableQuote
[ deleted ],[ gelöscht ],module,Magento_Backend
[%1 days ago],[vor %1  Tagen],module,Magento_Support
[%1 hours ago],[vor %1 Stunden],module,Magento_Support
[%1 minutes ago],[vor %1 Minuten],module,Magento_Support
[%1 months ago],[vor %1  Monaten],module,Magento_Support
[%1 weeks ago],[vor %1 Wochen],module,Magento_Support
[%1 years ago],[vor %1  Jahren],module,Magento_Support
[GLOBAL],[GLOBAL],module,Magento_Catalog
[GLOBAL],[GLOBAL],module,Magento_CatalogEvent
[GLOBAL],[GLOBAL],module,Magento_Config
[GLOBAL],[GLOBAL],module,Magento_CustomAttributeManagement
[GLOBAL],[GLOBAL],module,Magento_Downloadable
[GLOBAL],[GLOBAL],module,Magento_GiftCard
[GLOBAL],[GLOBAL],module,Magento_GiftRegistry
[GLOBAL],[GLOBAL],module,Magento_GiftWrapping
[GLOBAL],[GLOBAL],module,Magento_ScalableInventory
[GLOBAL],[GLOBAL],module,Magento_TargetRule
[STORE VIEW],[STORE VIEW],module,Magento_Catalog
[STORE VIEW],[STORE VIEW],module,Magento_CatalogEvent
[STORE VIEW],[STORE VIEW],module,Magento_Config
[STORE VIEW],[STORE VIEW],module,Magento_CustomAttributeManagement
[STORE VIEW],[STORE VIEW],module,Magento_Downloadable
[STORE VIEW],[STORE VIEW],module,Magento_GiftCard
[STORE VIEW],[STORE VIEW],module,Magento_GiftRegistry
[STORE VIEW],[STORE VIEW],module,Magento_GiftWrapping
[WEBSITE],[WEBSITE],module,Magento_Catalog
[WEBSITE],[WEBSITE],module,Magento_CatalogEvent
[WEBSITE],[WEBSITE],module,Magento_Config
[WEBSITE],[WEBSITE],module,Magento_CustomAttributeManagement
[WEBSITE],[WEBSITE],module,Magento_GiftRegistry
[WEBSITE],[WEBSITE],module,Magento_GiftWrapping
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","Es wird nicht empfohlen {{base_url}} in einer Produktionsumgebung zu verwenden. Wir empfehlen diesen Wert in Ihrer Magento <a href=""%1""> Konfiguration</a> zu ändern.",module,Magento_AdminNotification
{oldCur}/{newCur} Rate,{oldCur}/{newCur} Kurs,module,Magento_CompanyCredit
{size},(Größe),module,Magento_Catalog
{size},(Größe),module,Magento_ConfigurableProduct
{size},(Größe),module,Magento_ProductVideo
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_Catalog
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_ConfigurableProduct
{width}^{height} px,(Breite)^(Höhe) px,module,Magento_ProductVideo
* - Enter custom price excluding tax,* - Bitte individuellen Preis ohne Steuern eingeben,module,Magento_Sales
* - Enter custom price including tax,* - Bitte individuellen Preis inklusive Steuern eingeben,module,Magento_Sales
* applicable to visitors and registered customers,* gilt für Besucher und registrierte Kunden,module,Magento_CustomerSegment
* Create and manage company shipping and billing addresses,* Erstellen und verwalten Sie die Liefer- und Rechnungsadressen,module,Magento_Company
* Create and manage company users and teams,* Firmenbenutzer und -teams erstellen und verwalten,module,Magento_Company
* Manage user permissions for the store,* Benutzerrechte für den Shop verwalten,module,Magento_Company
* Required Fields,* Pflichtfelder,module,Magento_Braintree
* Required Fields,* Pflichtfelder,module,Magento_Bundle
* Required Fields,* Pflichtfelder,module,Magento_Catalog
* Required Fields,* Pflichtfelder,module,Magento_Contact
* Required Fields,* Pflichtfelder,module,Magento_Customer
* Required Fields,* Pflichtfelder,module,Magento_CustomerCustomAttributes
* Required Fields,* Pflichtfelder,module,Magento_GiftRegistry
* Required Fields,* Pflichtfelder,module,Magento_Invitation
* Required Fields,* Pflichtfelder,module,Magento_Review
* Required Fields,* Pflichtfelder,module,Magento_SendFriend
* Required Fields,* Pflichtfelder,module,Magento_Wishlist
* View and edit company profile in Admin Panel,* Firmenprofil im Admin-Panel anzeigen und verändern,module,Magento_Company
* View and manage company quotes in Admin Panel,* Firmenangebote im Admin-Panel anzeigen und verwalten,module,Magento_Company
* Your latest changes on the company profile have not been saved yet.,* Ihre neuesten Änderungen am Firmenprofil wurden noch nicht gespeichert.,module,Magento_Company
"&copy; Magento Commerce Inc., %1","&copy; Magento Commerce Inc., %1",module,Magento_Support
&nbsp;,&#160;,module,Magento_Braintree
&nbsp;,&nbsp;,module,Magento_Persistent
#,#,module,Magento_Rma
# of Items (and above),# Anzahl der Artikel (und darüber),module,Magento_OfflineShipping
# of Items vs. Destination,Anzahl der Artikel gg. Ziel,module,Magento_OfflineShipping
%1,%1,module,Magento_Config
%1,%1,module,Magento_Email
%1,%1,module,Magento_GiftRegistry
%1,%1,module,Magento_GiftWrapping
%1,%1,module,Magento_Sales
%1,%1,module,Magento_Store
%1,%1,module,Magento_Theme
%1,%1,module,Magento_Variable
%1,%1,module,Magento_Widget
%1 - %2,%1 – %2,module,Magento_Catalog
%1 - %2,%1 – %2,module,Magento_CatalogSearch
%1 - deleted,%1 - gelöscht,module,Magento_NegotiableQuote
%1 - Discounts and Coupons,%1 - Rabatte und Gutscheine,module,Magento_SalesRule
%1 - Special Products,%1 - Spezialprodukte,module,Magento_Catalog
%1 (Default),%1 (Standard),module,Magento_Config
%1 [%2],%1 [%2],module,Magento_GiftCard
%1 / %2 rate:,%1 / %2 Rate:,module,Magento_Sales
%1 & applied,%1 & angewendet,module,Magento_Logging
%1 %2,%1 %2,module,Magento_Review
%1 %2 %3 %4 while %5 of these Conditions match:,"%1 %2 %3 %4, während %5 dieser Bedingungen übereinstimmen mit:",module,Magento_CustomerSegment
%1 <span>x</span> %2 <span>px.</span>,%1 <span>x</span> %2 <span>px.</span>,module,Magento_Catalog
%1 = %2,%1 = %2,module,Magento_Reward
%1 An empty value is allowed as well.,%1 ein leerer Wert ist zulässig.,module,Magento_Config
%1 and above,%1 und mehr,module,Magento_Catalog
%1 and above,%1 und mehr,module,Magento_CatalogSearch
%1 and greater,%1 und mehr,module,Magento_CatalogSearch
%1 cache type(s) disabled.,%1 Cache-Typ(en) deaktiviert.,module,Magento_Backend
%1 cache type(s) enabled.,%1 Cache-Typ(en) aktiviert.,module,Magento_Backend
%1 cache type(s) refreshed.,%1 Cache-Typ(en) aktualisiert.,module,Magento_Backend
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 Warenkorb-Preisregel(n) basierend auf dem Attribut ""%2"" wurden deaktiviert.",module,Magento_SalesRule
%1 changed the credit currency from %2 to %3 at the conversion rate of %2/%3 %4.,%1 hat die Kreditwährung von %2 auf %3 zum Umrechnungskurs von %2/%3 %4 geändert.,module,Magento_CompanyCredit
%1 class doesn't implement \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,%1-Klasse implementiert nicht \Magento\AdvancedRule\Model\Condition\FilterTextGeneratorInterface,module,Magento_AdvancedRule
%1 class doesn't implement \Magento\Payment\Model\MethodInterface,%1 Klasse konnte \Magento\Payment\Model\MethodInterface nicht implementieren,module,Magento_Payment
"%1 could not be added to the ""%2"" requisition list.","%1 could not be added to the ""%2"" requisition list.",module,Magento_RequisitionList
%1 could not be added to the requisition list.,%1 could not be added to the requisition list.,module,Magento_RequisitionList
%1 coupon(s) have been generated.,%1 Gutscheine wurden generiert.,module,Magento_SalesRule
%1 does not contain field '%2',%1 enthält kein Feld '%2',module,Magento_Theme
%1 does not contain field 'file',%1 enthält kein Feld 'file',module,Magento_Theme
%1 does not implement %2,%1 implementiert nicht %2,module,Magento_Deploy
